Rooms;Square;LifeSquare;KitchenSquare;Floor;HouseFloor;HouseYear;Ecology_1;Social_1;Social_3;Healthcare_1;Helthcare_2;Shops_1;Price
3.0;79.79076199740489;32.781260192155735;1.0;1.4724964685240847;1.0;-0.45873579173323076;0.243204519;-1.1229348853937349;-0.438267314711515;540.0;-0.8834797975493228;-0.42839572016024635;193595.8005105045
2.0;44.57722076629535;31.53370069059577;5.0;-1.066189537445585;5.0;-0.9071195240466737;0.081943463;-0.26734371960382164;5.5966253297248905;900.0;-0.21392330073285987;-0.0856243006049203;301309.74408345786
4.0;99.15406269149317;66.56719469586398;9.0;1.8630635463655723;22.0;-0.010352059419787778;0.127811589;0.18897156881746546;0.5675481260278861;320.0;-0.21392330073285987;-0.42839572016024635;362108.4338133904
1.0;62.00607852861632;32.781260192155735;1.0;-0.2850553817626097;1.0;-0.45873579173323076;0.007122317;-1.3510925296043785;-0.438267314711515;900.0;-0.8834797975493228;-1.1139385592708984;197006.1241876457
1.0;40.0649141598976;38.73328804612138;8.0;0.8866458517618532;14.0;-0.6268796913507719;0.007658515;0.5882474461860917;-0.438267314711515;2301.0;1.1251896929000662;-0.42839572016024635;160810.5466807867
2.0;63.79106395448328;40.75758734473419;10.0;1.4724964685240847;22.0;1.1666552379030002;0.093442564;-0.09622548644583899;0.5675481260278861;3300.0;0.45563319608360314;-0.0856243006049203;91594.31553801152
3.0;78.27522650652459;58.33087559633692;6.0;0.10551169607887793;9.0;-1.8038869886735598;0.16909109;-0.32438313065648255;2.2439071939268875;900.0;0.45563319608360314;0.2571471189504057;387904.1363197119
2.0;62.747509162160966;28.19681269651848;8.0;-0.6756224596040974;10.0;-1.6357430890560187;0.0;0.30305039092278724;-0.438267314711515;4702.0;2.4643026865329922;0.2571471189504057;192269.64487934904
1.0;36.32188410854477;21.862420785820184;5.0;-1.2614730763663289;9.0;-0.6829276578899522;0.195781053;-0.09622548644583899;0.9028199396076864;900.0;1.1251896929000662;-0.7711671397155724;165911.1630485483
2.0;57.55610181479205;32.830743185442394;8.0;-0.48033892068335354;16.0;-0.1784959590373289;0.232205084;-0.039186075393178095;-0.7735391282913153;80.0;-0.8834797975493228;-0.42839572016024635;254688.11688666075
1.0;37.83656091122346;21.208419887190505;9.0;0.4960787739203656;14.0;-0.6829276578899522;0.319809354;0.017853335659482793;4.255538075405689;2857.0;2.4643026865329922;1.285461377616384;198633.62900969788
1.0;42.01979508688624;21.14737194085171;13.0;-0.8709059985248412;5.0;-1.1313113902033953;0.111627393;1.443838611976005;1.573363566767287;1970.0;0.45563319608360314;-0.42839572016024635;180450.68204402085
1.0;40.89352700876577;18.251862358875485;10.0;-0.8709059985248412;24.0;1.2227032044421804;0.158249043;-0.21030430855116075;-0.438267314711515;900.0;-0.21392330073285987;-0.42839572016024635;171531.56915459645
3.0;79.07867281708461;32.781260192155735;1.0;-1.2614730763663289;17.0;-0.45873579173323076;0.007122317;-1.3510925296043785;-0.438267314711515;900.0;-0.8834797975493228;-1.1139385592708984;200932.350329152
1.0;35.562393798612455;17.52672637150672;7.0;-0.08977184284186589;9.0;-0.7389756244291327;0.282797669;0.4741686240807699;-0.438267314711515;900.0;-0.8834797975493228;0.5999185385057317;170703.8672587651
1.0;52.08443546914479;32.781260192155735;6.0;0.8866458517618532;17.0;-0.45873579173323076;0.072157581;-1.2940531185517177;-0.7735391282913153;900.0;-0.8834797975493228;-0.42839572016024635;155463.0920325192
3.0;87.92496243252934;44.98482359836896;12.0;0.8866458517618532;14.0;1.5589910036772627;0.175054867;0.6452868572387526;-0.10299550113171463;900.0;-0.21392330073285987;-0.42839572016024635;202696.04613505164
1.0;43.04351178074749;32.781260192155735;1.0;-0.08977184284186589;25.0;1.6150389702164432;0.075778755;-1.065895474341074;-0.10299550113171463;900.0;-0.8834797975493228;-0.7711671397155724;124902.5557874368
1.0;44.669037850982335;32.781260192155735;1.0;-0.6756224596040974;17.0;-0.45873579173323076;0.014072961;-1.2940531185517177;-0.438267314711515;900.0;-0.8834797975493228;-0.42839572016024635;80356.31884143525
1.0;30.961867784280063;15.168643858942186;6.0;-1.066189537445585;12.0;-0.6829276578899522;0.31019913;-0.7806984190777696;-0.7735391282913153;900.0;-0.8834797975493228;-0.42839572016024635;117941.28675294651
3.0;87.20062463308382;87.73022491210894;6.0;2.4489141631278035;22.0;-0.45873579173323076;0.007122317;-1.3510925296043785;-0.438267314711515;900.0;-0.8834797975493228;-1.1139385592708984;300180.3656688172
1.0;41.27553778947208;23.06457716025959;8.0;-0.8709059985248412;12.0;-0.12244799249814853;0.23861713;0.07489274671214367;0.9028199396076864;705.0;1.1251896929000662;0.5999185385057317;181842.46125624425
1.0;47.5445205838825;21.48471354712696;8.0;-0.2850553817626097;17.0;-0.34663985865487;0.050755569;-0.039186075393178095;-0.7735391282913153;145.0;-0.8834797975493228;-1.1139385592708984;250434.86992014808
3.0;75.49491995109061;49.02885620577228;7.0;-0.2850553817626097;12.0;-1.075263423664215;0.319809354;0.017853335659482793;4.255538075405689;2857.0;2.4643026865329922;1.285461377616384;422637.794709854
4.0;90.62047287074104;62.28324321665264;8.0;-0.2850553817626097;10.0;-1.411551222899297;0.319809354;0.017853335659482793;4.255538075405689;2857.0;2.4643026865329922;1.285461377616384;192269.64487934904
2.0;55.681776413210144;32.43445241809937;8.0;0.6913623128411094;12.0;0.5501276059720159;0.033493708;2.3564691888185796;-0.7735391282913153;1322.0;1.1251896929000662;1.285461377616384;223528.9825796605
1.0;38.50640717439108;32.781260192155735;1.0;0.10551169607887793;17.0;-0.45873579173323076;0.243204519;-1.1229348853937349;-0.438267314711515;540.0;-0.8834797975493228;-0.42839572016024635;128959.85248764248
1.0;47.55769126377293;22.68232127479575;1.0;1.4724964685240847;1.0;-0.45873579173323076;0.017647053;-1.2940531185517177;-0.438267314711515;900.0;-0.8834797975493228;-0.42839572016024635;130190.64357920544
1.0;36.47008559970377;20.80264547481964;9.0;-0.6756224596040974;12.0;1.2787511709813608;0.161531741;0.017853335659482793;-0.7735391282913153;30.0;0.45563319608360314;-0.0856243006049203;144224.82073375766
1.0;40.17818859271135;19.442491727110763;9.0;0.30079523499962174;12.0;-0.9631674905858542;0.014423114;-0.32438313065648255;0.2322763124480857;900.0;-0.8834797975493228;-0.42839572016024635;211360.70205978784
1.0;37.36522922830802;32.781260192155735;1.0;-1.066189537445585;3.0;-0.45873579173323076;0.034656082;-1.4081319406570394;-0.438267314711515;900.0;-0.8834797975493228;-0.42839572016024635;91945.04570153714
2.0;45.08810816541614;27.268514558279524;6.0;-1.066189537445585;9.0;-0.795023590968313;0.150817539;-0.4955013638144652;0.2322763124480857;2643.0;1.7947461897165293;0.2571471189504057;228628.22570789303
2.0;56.58182521155618;30.242432189590268;8.0;-0.48033892068335354;14.0;-0.45873579173323076;0.150817539;-0.4955013638144652;0.2322763124480857;2643.0;1.7947461897165293;0.2571471189504057;298194.5131791228
1.0;38.46727580065075;39.624493099202034;1.0;0.4960787739203656;9.0;-0.45873579173323076;0.195781053;-0.09622548644583899;0.9028199396076864;900.0;1.1251896929000662;-0.7711671397155724;247440.5306006492
3.0;64.86981283880701;63.55496139752924;8.0;-0.48033892068335354;9.0;-0.45873579173323076;0.133215333;1.386799200923344;-0.10299550113171463;1406.0;1.1251896929000662;-0.0856243006049203;291872.4137006557
2.0;47.304765674086;28.737214919513068;6.0;0.10551169607887793;9.0;-0.7389756244291327;0.012338886;0.5882474461860917;-0.7735391282913153;2078.0;0.45563319608360314;-0.0856243006049203;188832.70553528785
1.0;38.50541669818168;25.63626519010819;7.0;0.6913623128411094;12.0;-0.45873579173323076;6.99893e-05;1.2156809677653615;-0.7735391282913153;240.0;-0.21392330073285987;-0.42839572016024635;174776.0316673406
1.0;34.1855157858216;24.583011922154284;5.0;-1.2614730763663289;5.0;-0.9631674905858542;0.150817539;-0.4955013638144652;0.2322763124480857;2643.0;1.7947461897165293;0.2571471189504057;144605.50562142633
1.0;40.531647898498285;21.9670204784869;10.0;0.6913623128411094;16.0;-0.1784959590373289;0.0001696759999999;0.6452868572387526;-0.438267314711515;900.0;-0.21392330073285987;-1.1139385592708984;165302.1305422592
2.0;52.67851029749587;33.43406350618041;8.0;0.6913623128411094;17.0;0.9985113382854589;0.300322518;1.5579174340813267;0.9028199396076864;900.0;-0.21392330073285987;1.6282327971717099;295873.5506603369
2.0;65.19410456757899;32.781260192155735;1.0;-0.8709059985248412;17.0;-0.45873579173323076;0.075778755;-1.065895474341074;-0.10299550113171463;900.0;-0.8834797975493228;-0.7711671397155724;158591.79176787275
4.0;98.30504001612388;63.95227439055778;14.0;-1.066189537445585;17.0;0.9985113382854589;0.135649789;1.2156809677653615;0.9028199396076864;350.0;1.1251896929000662;2.313775636282362;474500.5855912774
3.0;58.96424457585272;39.54078470321807;6.0;-0.48033892068335354;9.0;-0.5147837582724112;0.341071945;0.13193215776480458;-0.438267314711515;2300.0;1.1251896929000662;2.313775636282362;86480.95622349638
1.0;45.73443867453378;32.781260192155735;1.0;2.4489141631278035;4.0;-0.45873579173323076;0.007122317;-1.3510925296043785;-0.438267314711515;900.0;-0.8834797975493228;-1.1139385592708984;179032.66611623476
2.0;59.84001604528271;32.781260192155735;6.0;2.6441977020485474;1.0;-0.45873579173323076;0.212515361;-0.32438313065648255;4.255538075405689;628.0;1.1251896929000662;0.9426899580610578;305673.9362067691
1.0;37.34050780705346;37.02463055813804;10.0;-0.08977184284186589;17.0;1.7831828698339842;0.211401214;-0.8947772411830914;-0.438267314711515;900.0;-0.8834797975493228;-1.1139385592708984;108540.77296972286
2.0;51.88510468106382;34.02489830961289;9.0;0.10551169607887793;12.0;-0.9631674905858542;0.225824954;0.930483912502057;1.2380917531874867;1548.0;1.1251896929000662;-0.7711671397155724;230372.6610038333
2.0;44.83212460780064;27.25056326142168;5.0;-0.8709059985248412;5.0;-1.1873593567425755;0.225824954;0.930483912502057;1.2380917531874867;1548.0;1.1251896929000662;-0.7711671397155724;177535.3737452566
1.0;31.828479974777355;15.222565328396248;5.0;-0.6756224596040974;5.0;-0.7389756244291327;0.135649789;1.2156809677653615;0.9028199396076864;350.0;1.1251896929000662;2.313775636282362;170343.755036283
1.0;41.49833922721908;22.398630947757265;8.0;-1.066189537445585;14.0;0.32593573981529445;0.194489265;1.2727203788180224;-0.10299550113171463;125.0;1.1251896929000662;0.2571471189504057;165446.79634548828
1.0;47.48558464875349;32.781260192155735;6.0;-0.6756224596040974;3.0;-0.45873579173323076;0.034656082;-1.4081319406570394;-0.438267314711515;900.0;-0.8834797975493228;-0.42839572016024635;126602.6739815092
1.0;36.93154472981459;32.781260192155735;1.0;-0.08977184284186589;17.0;-0.45873579173323076;0.075778755;-1.065895474341074;-0.10299550113171463;900.0;-0.8834797975493228;-0.7711671397155724;123225.90337009088
1.0;37.57287309620049;23.111218325267465;6.0;-0.6756224596040974;6.0;-1.2994552898209364;0.034331497;0.017853335659482793;-0.10299550113171463;900.0;-0.8834797975493228;-0.0856243006049203;178032.89265551206
2.0;49.87163719238979;31.12761470934172;6.0;-1.066189537445585;9.0;-0.9071195240466737;0.1489038909999999;-0.8947772411830914;-0.7735391282913153;1430.0;1.1251896929000662;-0.7711671397155724;152555.76054157945
2.0;54.39289966861579;30.7920767153382;8.0;1.2772129296033408;17.0;0.2698877732761141;0.0;0.6452868572387526;-0.438267314711515;2672.0;-0.8834797975493228;-0.7711671397155724;214439.61236821147
3.0;49.02974651193822;32.781260192155735;6.0;1.6677800074448286;25.0;1.7271349032948038;0.072157581;-1.2940531185517177;-0.7735391282913153;900.0;-0.8834797975493228;-0.42839572016024635;138397.35712228325
2.0;79.93766464272322;82.9315950183548;1.0;-0.08977184284186589;21.0;-0.45873579173323076;0.075778755;-1.065895474341074;-0.10299550113171463;900.0;-0.8834797975493228;-0.7711671397155724;226808.7471681844
2.0;47.78159524753983;30.780010059740327;5.0;-0.8709059985248412;5.0;-1.411551222899297;0.23861713;0.07489274671214367;0.9028199396076864;705.0;1.1251896929000662;0.5999185385057317;204610.6486302805
3.0;79.54106882647676;46.14640658027075;12.0;-0.2850553817626097;17.0;1.4468950705989019;0.075778755;-1.065895474341074;-0.10299550113171463;900.0;-0.8834797975493228;-0.7711671397155724;145255.444043028
3.0;80.98307746964342;49.86671383605175;12.0;1.6677800074448286;17.0;1.4468950705989019;0.243204519;-1.1229348853937349;-0.438267314711515;540.0;-0.8834797975493228;-0.42839572016024635;212387.35341070392
3.0;73.44184771327531;46.42188931761016;9.0;-0.08977184284186589;16.0;1.5029430371380823;0.130617806;0.8164050903967353;1.9086353803470872;900.0;-0.21392330073285987;1.6282327971717099;199179.72589465068
1.0;36.136757233069375;21.140933803727336;5.0;-1.066189537445585;5.0;-0.9631674905858542;0.0;1.2727203788180224;-0.438267314711515;1145.0;1.1251896929000662;0.2571471189504057;173393.07096786812
3.0;75.12838929239344;52.754245789960834;8.0;0.10551169607887793;9.0;-1.6357430890560187;7.81528e-05;-0.15326489749849986;-0.438267314711515;1046.0;1.1251896929000662;-0.42839572016024635;192269.64487934904
2.0;46.83267904056476;28.48489134073225;6.0;-0.2850553817626097;9.0;-0.6268796913507719;0.0001696759999999;0.6452868572387526;-0.438267314711515;900.0;-0.21392330073285987;-1.1139385592708984;210486.25913632664
1.0;31.6916566544536;20.10851734581756;5.0;-1.4567566152870726;5.0;-1.1313113902033953;0.000995363;0.9875233235547178;-0.7735391282913153;900.0;-0.21392330073285987;0.2571471189504057;140029.71954866382
3.0;80.82081357532594;32.781260192155735;10.0;-1.066189537445585;3.0;1.7271349032948038;7.81528e-05;-0.15326489749849986;-0.438267314711515;1046.0;1.1251896929000662;-0.42839572016024635;187612.0107104045
3.0;65.75625669498976;46.31415111007102;6.0;-1.2614730763663289;9.0;-0.9071195240466737;0.319809354;0.017853335659482793;4.255538075405689;2857.0;2.4643026865329922;1.285461377616384;293122.5288732056
1.0;28.438793880976228;32.51402129469755;6.0;-0.48033892068335354;10.0;1.6150389702164432;0.019508796;0.7023262682914134;2.579179007506688;176.0;2.4643026865329922;0.2571471189504057;199248.11437562987
2.0;44.4172364098396;32.781260192155735;6.0;-0.2850553817626097;5.0;-0.45873579173323076;0.236108458;-0.4955013638144652;-0.438267314711515;900.0;1.1251896929000662;1.9710042167270359;240274.79503573853
2.0;66.57716253070629;32.781260192155735;1.0;0.30079523499962174;17.0;-0.45873579173323076;0.017647053;-1.2940531185517177;-0.438267314711515;900.0;-0.8834797975493228;-0.42839572016024635;187907.0671551425
3.0;79.1958250694062;44.42106238405697;10.0;1.4724964685240847;17.0;-0.06640002595896816;0.298204575;-0.4955013638144652;-0.10299550113171463;900.0;-0.21392330073285987;-0.42839572016024635;322048.43399028893
2.0;61.42259578595206;60.242931325402;1.0;1.081929390682597;25.0;-0.45873579173323076;0.075778755;-1.065895474341074;-0.10299550113171463;900.0;-0.8834797975493228;-0.7711671397155724;162052.06450784186
3.0;105.47925641023848;32.781260192155735;1.0;1.4724964685240847;25.0;-0.45873579173323076;0.075778755;-1.065895474341074;-0.10299550113171463;900.0;-0.8834797975493228;-0.7711671397155724;245260.2310071209
2.0;62.485260284906616;32.781260192155735;1.0;2.8394812409692913;25.0;-0.45873579173323076;0.075778755;-1.065895474341074;-0.10299550113171463;900.0;-0.8834797975493228;-0.7711671397155724;166176.55791809937
3.0;72.12006654074001;47.89626152927641;10.0;0.10551169607887793;16.0;-0.1784959590373289;0.037177818;1.5579174340813267;-0.7735391282913153;2300.0;-0.21392330073285987;0.9426899580610578;290525.2235739356
2.0;63.59173987343626;0.7955394676818128;10.0;1.6677800074448286;17.0;1.6150389702164432;0.243204519;-1.1229348853937349;-0.438267314711515;540.0;-0.8834797975493228;-0.42839572016024635;174741.9980609786
2.0;65.22453290111818;32.781260192155735;6.0;1.2772129296033408;17.0;-0.45873579173323076;0.243204519;-1.1229348853937349;-0.438267314711515;540.0;-0.8834797975493228;-0.42839572016024635;173654.55177500538
1.0;38.59578191593378;19.418503519165064;10.0;1.081929390682597;12.0;-1.075263423664215;0.0;-0.3814225417091434;0.5675481260278861;620.0;-0.21392330073285987;-0.7711671397155724;202533.9706436298
3.0;67.42451318833426;42.97265260262725;8.0;-1.2614730763663289;16.0;-0.1784959590373289;0.035145267;0.9875233235547178;-0.10299550113171463;2620.0;-0.8834797975493228;-0.42839572016024635;334325.6439923818
4.0;102.52227025853406;74.51346247276857;9.0;-0.8709059985248412;5.0;-1.3555032563601168;0.149666373;-0.15326489749849986;-0.438267314711515;4087.0;1.7947461897165293;-1.1139385592708984;415574.1158191548
3.0;72.0007584897108;47.96742970922905;7.0;1.6677800074448286;16.0;-0.23454392557650927;0.200146802;-0.09622548644583899;1.573363566767287;770.0;0.45563319608360314;-0.42839572016024635;381975.5122369781
2.0;48.426216762076976;28.11000461078257;5.0;-1.066189537445585;9.0;-0.4026878251940504;0.0077202819999999;0.7593656793440743;-0.438267314711515;900.0;-0.8834797975493228;-0.0856243006049203;219765.0281427781
3.0;62.34636249335721;46.48336522413434;6.0;-1.2614730763663289;12.0;-0.1784959590373289;0.041124634;1.2156809677653615;0.5675481260278861;900.0;-0.21392330073285987;1.9710042167270359;296954.4462646551
2.0;53.0697058876927;30.64395825906169;10.0;-0.2850553817626097;16.0;-0.4026878251940504;0.049863387;-0.3814225417091434;1.9086353803470872;75.0;1.1251896929000662;-1.1139385592708984;372616.4560178341
1.0;41.67841816722965;23.57421278293053;9.0;-0.6756224596040974;14.0;-0.6829276578899522;0.111627393;1.443838611976005;1.573363566767287;1970.0;0.45563319608360314;-0.42839572016024635;208885.9089987704
1.0;40.27664954105588;20.699972288693687;7.0;0.10551169607887793;9.0;-0.34663985865487;0.038692987;0.18897156881746546;-0.7735391282913153;1015.0;0.45563319608360314;0.2571471189504057;157759.0265475383
1.0;29.70603116613936;32.781260192155735;6.0;-0.6756224596040974;12.0;-0.45873579173323076;0.034656082;-1.4081319406570394;-0.438267314711515;900.0;-0.8834797975493228;-0.42839572016024635;60502.58349957876
2.0;43.98014287359924;29.57674089257892;5.0;-0.48033892068335354;12.0;-0.795023590968313;0.23861713;0.07489274671214367;0.9028199396076864;705.0;1.1251896929000662;0.5999185385057317;254391.27332749648
1.0;40.945753903743096;22.586388366420973;9.0;-0.08977184284186589;16.0;-0.34663985865487;0.133215333;1.386799200923344;-0.10299550113171463;1406.0;1.1251896929000662;-0.0856243006049203;183295.1326478005
1.0;42.61479742870434;32.781260192155735;10.0;0.8866458517618532;20.0;1.6710869367556234;0.127375905;1.0445627346073787;-0.10299550113171463;900.0;1.1251896929000662;1.6282327971717099;221782.00220471376
